species,disease,symptoms,urgency,contagious,source
Dogs,Ringworm,"Circular or ring-shaped areas of hair loss with red, crusty edges, Broken or brittle hair / poor overall coat quality, Dry, scaly skin or excessive dandruff, Red or inflamed patches of skin, Darkened or hyperpigmented skin patches, Itching, scratching, or excessive grooming, Inflamed or discolored nail beds, Dry, brittle, or misshapen nails, Circular or ring-shaped areas of hair loss with red, crusty edges, Broken or brittle hair / poor overall coat quality, Dry, scaly skin or excessive dandruff, Red or inflamed patches of skin, Darkened or hyperpigmented skin patches, Itching, scratching, or excessive grooming, Inflamed or discolored nail beds, Dry, brittle, or misshapen nails",medium,zoonotic,research
Dog,Cushing’s Disease,"Increased appetite, Increased thirst and water intake, Frequent or excessive urination, Heavy or constant panting, Gradual weight loss despite normal or increased eating, Lethargy or reduced activity levels, Potbellied or bloated abdomen appearance, Thinning or fragile skin, Patchy hair loss or thinning coat, Recurrent skin infections, Hard lumps or firm nodules under the skin, Increased appetite, Increased thirst and water intake, Frequent or excessive urination, Heavy or constant panting, Gradual weight loss despite normal or increased eating, Lethargy or reduced activity levels, Potbellied or bloated abdomen appearance, Thinning or fragile skin, Patchy hair loss or thinning coat, Recurrent skin infections, Hard lumps or firm nodules under the skin",medium,no,research
Dog,Addison’s Disease,"Increased thirst and water intake, Frequent or excessive urination, Muscle trembling or shaking, Lethargy or lack of energy, Generalized weakness or tiring easily, Loss of appetite or refusing food, Diarrhea, Vomiting, Gradual weight loss, Abdominal pain or discomfort when touched, Sudden collapse or fainting episodes, Increased thirst and water intake, Frequent or excessive urination, Muscle trembling or shaking, Lethargy or lack of energy, Generalized weakness or tiring easily, Loss of appetite or refusing food, Diarrhea, Vomiting, Gradual weight loss, Abdominal pain or discomfort when touched, Sudden collapse or fainting episodes",high,no,research
Dog,Hypothyroidism,"Unexplained weight gain despite normal or reduced appetite, Lethargy or decreased activity level, Prefers warm places or heat-seeking behavior, Chronic skin infections, Recurrent ear infections, Dry, brittle, or thinning coat, Darkened or increased pigmentation of skin, Hair not regrowing after shaving or clipping, Reproductive issues, Hind leg weakness or dragging due to nerve dysfunction, Eye fat deposits, Dry eye, Drooping facial expression due to thickened facial skin, Unexplained weight gain despite normal or reduced appetite, Lethargy or decreased activity level, Prefers warm places or heat-seeking behavior, Chronic skin infections, Recurrent ear infections, Dry, brittle, or thinning coat, Darkened or increased pigmentation of skin, Hair not regrowing after shaving or clipping, Reproductive issues, Hind leg weakness or dragging due to nerve dysfunction, Eye fat deposits, Dry eye, Drooping facial expression due to thickened facial skin",medium,no,research
Dog,Chronic Kidney Disease,"Pale gums, Increased urination, Increased thirst, Decreased appetite, Dehydration, Muscle wasting, Nausea, Vomiting, Mouth ulcers, Bad breath with ammonia-like odor, Dull or poor coat quality, Vision loss, Weakness and lethargy, Weight loss, Pale gums, Increased urination, Increased thirst, Decreased appetite, Dehydration, Muscle wasting, Nausea, Vomiting, Mouth ulcers, Bad breath with ammonia-like odor, Dull or poor coat quality, Vision loss, Weakness and lethargy, Weight loss",high,no,research
Dogs,Liver Disease,"Yellowing of eyes, gums, or skin, Disorientation or confusion, Seizures, Depression or listlessness, Head pressing, Sudden blindness, Behavioral changes, Decreased appetite, Vomiting, Diarrhea, Weight loss, Increased drinking, Increased urination, Pale, gray, or yellow stool, Swollen abdomen, Yellowing of eyes, gums, or skin, Disorientation or confusion, Seizures, Depression or listlessness, Head pressing, Sudden blindness, Behavioral changes, Decreased appetite, Vomiting, Diarrhea, Weight loss, Increased drinking, Increased urination, Pale, gray, or yellow stool, Swollen abdomen",high,no,research
Dog,Hip Dysplasia,"Intermittent or chronic limping, Limping without prior injury, Bunny hopping gait, Difficulty standing up, Abnormal sitting posture, Difficulty climbing stairs or jumping onto furniture, Intermittent or chronic limping, Limping without prior injury, Bunny hopping gait, Difficulty standing up, Abnormal sitting posture, Difficulty climbing stairs or jumping onto furniture",medium,no,research
Dog,Patellar Luxation,"Sudden limping or skipping on one hind leg, Intermittent limp that comes and goes, Bowlegged stance in the hind limbs, Arched or hunched lower back, Clicking or popping sound from the knee joint when bent, Stiff or awkward gait with reduced leg extension, Short yelp or sign of pain during movement, Sudden limping or skipping on one hind leg, Intermittent limp that comes and goes, Bowlegged stance in the hind limbs, Arched or hunched lower back, Clicking or popping sound from the knee joint when bent, Stiff or awkward gait with reduced leg extension, Short yelp or sign of pain during movement",medium,no,research
Dogs,ACL Tear,"Limping or favoring one leg, Difficulty standing up after resting or lying down, Stiff movement in the affected leg, Visible swelling or inflammation in the affected limb, Noticeable change in walking pattern or stride, Trouble walking upstairs or on inclines, Refusal or hesitation to jump onto furniture or into vehicles, Sitting awkwardly with legs extended outward, Growling, snapping, or pulling away when the leg is touched, Limping or favoring one leg, Difficulty standing up after resting or lying down, Stiff movement in the affected leg, Visible swelling or inflammation in the affected limb, Noticeable change in walking pattern or stride, Trouble walking upstairs or on inclines, Refusal or hesitation to jump onto furniture or into vehicles, Sitting awkwardly with legs extended outward, Growling, snapping, or pulling away when the leg is touched",medium,no,research
Dogs,Food Allergies,"Persistent itching or red, irritated skin, Recurrent ear infections or skin infections, Noticeable hair loss or patchy bald spots, Constant licking or chewing of paws, often with brown discoloration, Loose or watery stools, Repeated vomiting or regurgitation, Frequent or excessive gas, Unexplained weight loss, Low energy or tiredness, Raised bumps on skin with facial swelling, especially around the muzzle or eyes, Persistent itching or red, irritated skin, Recurrent ear infections or skin infections, Noticeable hair loss or patchy bald spots, Constant licking or chewing of paws, often with brown discoloration, Loose or watery stools, Repeated vomiting or regurgitation, Frequent or excessive gas, Unexplained weight loss, Low energy or tiredness, Raised bumps on skin with facial swelling, especially around the muzzle or eyes",medium (high if anaphylaxis symptoms like facial swelling or hives are present),no,research
Dog,Flea Allergy Dermatitis,"Hair loss over the lower back, tail base, or hindquarters, Constant itching, biting, or scratching, Scabs or crusty skin lesions, Red and inflamed skin, Presence of visible fleas or black flea dirt in the fur, Pale gums and fatigue due to blood loss, Hair loss over the lower back, tail base, or hindquarters, Constant itching, biting, or scratching, Scabs or crusty skin lesions, Red and inflamed skin, Presence of visible fleas or black flea dirt in the fur, Pale gums and fatigue due to blood loss",medium (high if severe anemia is present),yes,research
Dog,Contact Dermatitis,"Red, inflamed, or irritated skin, Localized or patchy hair loss, Hardened or flaky skin with scabs, Darkened or discolored skin, Pustules, pimples, or small raised lesions, Persistent itching, scratching, or rubbing, Red, inflamed, or irritated skin, Localized or patchy hair loss, Hardened or flaky skin with scabs, Darkened or discolored skin, Pustules, pimples, or small raised lesions, Persistent itching, scratching, or rubbing",medium,no,research
Dog,Demodectic Mange,"Patchy or generalized hair loss, Dry, flaky, or scaling skin, Small raised bumps on the skin, Darkened or pigmented skin, Thickened or roughened skin, Itching or scratching, Pain or tenderness in affected areas, Lethargy and low energy, Fever, Draining sores or wounds, Ear infections if mites invade the ear canal, Patchy or generalized hair loss, Dry, flaky, or scaling skin, Small raised bumps on the skin, Darkened or pigmented skin, Thickened or roughened skin, Itching or scratching, Pain or tenderness in affected areas, Lethargy and low energy, Fever, Draining sores or wounds, Ear infections if mites invade the ear canal","medium (high if generalized with systemic signs like fever, lethargy, or draining wounds)",no,research
Dog,Anaplasmosis,"Limping or stiff joints, Lethargic / very low energy, Loss of appetite, Feverish / high temperature, Coughing, Seizures / convulsions, Vomiting, Diarrhea, Limping or stiff joints, Lethargic / very low energy, Loss of appetite, Feverish / high temperature, Coughing, Seizures / convulsions, Vomiting, Diarrhea",high,no,research
Dog,Babesiosis,"Lethargic / very low energy, Loss of appetite, Pale gums / mucous membranes, Feverish / high temperature, Enlarged lymph nodes or spleen, Dark red or orange urine, Yellow/orange skin, Swollen or distended abdomen, Weight loss, Discolored stool / dark stool, Wobbly gait / imbalance, Seizures / convulsions, Neck pain / stiff neck, Tick infestation, Lethargic / very low energy, Loss of appetite, Pale gums / mucous membranes, Feverish / high temperature, Enlarged lymph nodes or spleen, Dark red or orange urine, Yellow/orange skin, Swollen or distended abdomen, Weight loss, Discolored stool / dark stool, Wobbly gait / imbalance, Seizures / convulsions, Neck pain / stiff neck, Tick infestation",high,no,research
Dogs,Hookworms,"Dark, tar-colored diarrhea, Thin / underweight body condition, Dull or unhealthy coat, Pale gums / mucous membranes, Weakness / lethargy, Anemia, Coughing / difficulty breathing, Dermatitis / red, itchy skin between toes, Dark, tar-colored diarrhea, Thin / underweight body condition, Dull or unhealthy coat, Pale gums / mucous membranes, Weakness / lethargy, Anemia, Coughing / difficulty breathing, Dermatitis / red, itchy skin between toes",medium,zoonotic,research
Dog,Heartworm Disease,"Persistent coughing / dry or wet cough, Lethargic / very low energy, Exercise intolerance / gets tired quickly when walking or playing, Collapse / fainting spells, Sudden death, Weight loss / losing condition, Difficulty breathing / labored breathing, Excessive panting / heavy breathing, Abdominal swelling due to fluid buildup, Persistent coughing / dry or wet cough, Lethargic / very low energy, Exercise intolerance / gets tired quickly when walking or playing, Collapse / fainting spells, Sudden death, Weight loss / losing condition, Difficulty breathing / labored breathing, Excessive panting / heavy breathing, Abdominal swelling due to fluid buildup",high,no,research
Dog,Heatstroke,"Excessive panting / heavy, rapid breathing, Red or bright gums / mucous membranes, Rapid heartbeat / racing pulse, Dehydration / dry gums and sunken eyes, High fever / temperature 104°F or above, Vomiting, Diarrhea, Disorientation / stumbling / confusion, Weakness / collapse, Seizures, Sudden death, Excessive panting / heavy, rapid breathing, Red or bright gums / mucous membranes, Rapid heartbeat / racing pulse, Dehydration / dry gums and sunken eyes, High fever / temperature 104°F or above, Vomiting, Diarrhea, Disorientation / stumbling / confusion, Weakness / collapse, Seizures, Sudden death",emergency,no,research
Dog,Lyme Disease,"Joint pain / swelling / stiff or painful joints, Limping / lameness, Feverish / high temperature, Lethargic / very low energy, Weakness / muscle fatigue, Loss of appetite / not eating, Enlarged lymph nodes / swollen glands, Vomiting, Diarrhea, Excessive thirst / drinking more water than usual, Frequent urination / peeing more often, Weight loss / losing body condition, Swollen limbs or abdomen / puffy legs or belly, Joint pain / swelling / stiff or painful joints, Limping / lameness, Feverish / high temperature, Lethargic / very low energy, Weakness / muscle fatigue, Loss of appetite / not eating, Enlarged lymph nodes / swollen glands, Vomiting, Diarrhea, Excessive thirst / drinking more water than usual, Frequent urination / peeing more often, Weight loss / losing body condition, Swollen limbs or abdomen / puffy legs or belly",medium,no,research
Dog,Roundworms (Ascarids),"Diarrhea or soft stool, Vomiting, Pot-bellied or bloated abdomen, Thin or underweight body condition, Weight loss / losing body condition, Dull or unhealthy coat, Coughing or difficulty breathing, Weakness / low energy, Diarrhea or soft stool, Vomiting, Pot-bellied or bloated abdomen, Thin or underweight body condition, Weight loss / losing body condition, Dull or unhealthy coat, Coughing or difficulty breathing, Weakness / low energy",medium,zoonotic,research
Dog,Rickettsial Infections,"Feverish / high temperature, Loss of appetite / not eating, Depression / unusually sad or withdrawn behavior, Low stamina / tires easily during activity, Lameness / limping or stiff movement, Coughing, Weight loss / losing body condition, Weakness / low energy, In severe or chronic cases: kidney, lung, brain, spleen, or bone marrow complications, Feverish / high temperature, Loss of appetite / not eating, Depression / unusually sad or withdrawn behavior, Low stamina / tires easily during activity, Lameness / limping or stiff movement, Coughing, Weight loss / losing body condition, Weakness / low energy, In severe or chronic cases: kidney, lung, brain, spleen, or bone marrow complications",medium,no,research
Cat,Heartworm Disease,"Lethargy, Persistent coughing, Loss of appetite, Weight loss despite eating normally, Intolerance to physical activity, Frequent vomiting, Labored breathing, Rapid breathing rate, Open-mouth breathing, Difficulty walking or uncoordinated movements, Seizures, Sudden collapse or unexpected death, Lethargy, Persistent coughing, Loss of appetite, Weight loss despite eating normally, Intolerance to physical activity, Frequent vomiting, Labored breathing, Rapid breathing rate, Open-mouth breathing, Difficulty walking or uncoordinated movements, Seizures, Sudden collapse or unexpected death",high,no,research
Cats,Roundworms,"Poor growth or stunted development in kittens, Loose or watery stools, Excessive crying or vocalization, Distended or pot-bellied abdomen, Unexplained weight loss, Dull or unkempt fur, Repeated vomiting, Coughing or respiratory signs if larvae migrate to lungs, Poor growth or stunted development in kittens, Loose or watery stools, Excessive crying or vocalization, Distended or pot-bellied abdomen, Unexplained weight loss, Dull or unkempt fur, Repeated vomiting, Coughing or respiratory signs if larvae migrate to lungs",medium,yes,research
Cat,Tapeworms,"Presence of white, rice-like worm segments around the anus or in feces, Scooting or dragging the hind end along the floor, Licking or biting at the hindquarters, Loose stools or diarrhea, Repeated vomiting, Poor appetite, Lethargy or low energy, Unexplained weight loss, Intestinal blockage, Presence of white, rice-like worm segments around the anus or in feces, Scooting or dragging the hind end along the floor, Licking or biting at the hindquarters, Loose stools or diarrhea, Repeated vomiting, Poor appetite, Lethargy or low energy, Unexplained weight loss, Intestinal blockage",medium,yes,research
Cats,Hookworms,"Blood in the stool, Unexplained weight loss, Pale gums or low red blood cell count, Poor or dull coat condition, Lethargy or low energy, Diarrhea, Vomiting, Blood in the stool, Unexplained weight loss, Pale gums or low red blood cell count, Poor or dull coat condition, Lethargy or low energy, Diarrhea, Vomiting",medium,yes,research
Cat,Giardia,"Watery, foul-smelling diarrhea, Vomiting, Excessive gas, Decreased appetite, Lethargy or low energy, Frequent litter box use, Perianal irritation or excessive grooming, Weight loss, Watery, foul-smelling diarrhea, Vomiting, Excessive gas, Decreased appetite, Lethargy or low energy, Frequent litter box use, Perianal irritation or excessive grooming, Weight loss",medium,yes,research
Cat,Urinary Blockage,"Bloody urine, Straining to urinate or inability to urinate, Urinating small amounts frequently, Increased frequency of trips to the litter box, Urinating outside the litter box, Licking or over-grooming the genital area, Vocalization when urinating or appearing in pain, Lethargy or hiding, Decreased appetite, Vomiting, Diarrhea, Bloody urine, Straining to urinate or inability to urinate, Urinating small amounts frequently, Increased frequency of trips to the litter box, Urinating outside the litter box, Licking or over-grooming the genital area, Vocalization when urinating or appearing in pain, Lethargy or hiding, Decreased appetite, Vomiting, Diarrhea",emergency,no,research
Cat,Cystitis,"Straining to urinate or inability to urinate, Urinating small amounts frequently, Increased frequency of trips to the litter box, Blood in the urine, Urinating outside the litter box, Licking or over-grooming the genital area, Vocalization or crying while urinating, Lethargy or hiding, Decreased appetite, Vomiting, Diarrhea, Decreased social interaction, Straining to urinate or inability to urinate, Urinating small amounts frequently, Increased frequency of trips to the litter box, Blood in the urine, Urinating outside the litter box, Licking or over-grooming the genital area, Vocalization or crying while urinating, Lethargy or hiding, Decreased appetite, Vomiting, Diarrhea, Decreased social interaction",emergency,no,research
Cat,Kidney Stones,"Blood in the urine, Vomiting, Recurrent urinary tract infections, Painful or difficult urination, Frequent urination with small volume, Lethargy or reduced activity, Decreased appetite, Blood in the urine, Vomiting, Recurrent urinary tract infections, Painful or difficult urination, Frequent urination with small volume, Lethargy or reduced activity, Decreased appetite",high,no,research
Cat,Stomatitis,"Foul odor from the mouth, Excessive salivation or drooling, Reduced grooming leading to matted or unkempt fur, Difficulty eating or dropping food from the mouth, Crying out or vocalizing while eating, Decreased appetite or food avoidance, Weight loss, Foul odor from the mouth, Excessive salivation or drooling, Reduced grooming leading to matted or unkempt fur, Difficulty eating or dropping food from the mouth, Crying out or vocalizing while eating, Decreased appetite or food avoidance, Weight loss",medium,no,research
Cat,Tooth Resorption,"Excessive drooling, Difficulty chewing or eating, Dropping food while eating, Jaw chattering while eating, Avoiding the food bowl or reluctance to eat, No outward signs of pain in some cats, Excessive drooling, Difficulty chewing or eating, Dropping food while eating, Jaw chattering while eating, Avoiding the food bowl or reluctance to eat, No outward signs of pain in some cats",medium,no,research
Cat,Asthma,"Coughing, sometimes appearing as gagging or vomiting, Difficulty breathing, Abdominal breathing instead of chest breathing, Rapid breathing, Blue or pale gums, Noisy wheezing or whistling sounds during breathing, Crouched posture with extended head and neck during coughing or wheezing, Coughing, sometimes appearing as gagging or vomiting, Difficulty breathing, Abdominal breathing instead of chest breathing, Rapid breathing, Blue or pale gums, Noisy wheezing or whistling sounds during breathing, Crouched posture with extended head and neck during coughing or wheezing",emergency,no,research
Cat,Hairballs,"Vomiting with visible or non-visible hair, Hacking, gagging, or retching, Decreased appetite or anorexia, Lethargy, Acting as if in pain, Wads of hair in feces, Vocalization before vomiting, Vomiting with visible or non-visible hair, Hacking, gagging, or retching, Decreased appetite or anorexia, Lethargy, Acting as if in pain, Wads of hair in feces, Vocalization before vomiting",medium,no,research
Cat,Toxoplasmosis,"Lethargy, Loss of appetite, Unexplained weight loss, Fever, Labored breathing, Yellowing of eyes, skin, or gums, Sudden behavior changes or confusion, Vision loss or trouble seeing, General body weakness, Loss of balance or walking in circles, Neck stiffness or pain, Seizures, Lethargy, Loss of appetite, Unexplained weight loss, Fever, Labored breathing, Yellowing of eyes, skin, or gums, Sudden behavior changes or confusion, Vision loss or trouble seeing, General body weakness, Loss of balance or walking in circles, Neck stiffness or pain, Seizures",high,zoonotic,research
Cat,Feline Herpesvirus (FHV-1),"Frequent sneezing, Runny or congested nose, Fever, Loss of appetite, Persistent coughing, Watery or pus-like eye discharge, Red or swollen eyes, Swelling of the inner eyelid, Change in eye color or cloudiness, Corneal ulcers, Red, inflamed, or swollen skin around the nose and eyes, Facial crusting or scabbing, Hair loss around the face, Frequent sneezing, Runny or congested nose, Fever, Loss of appetite, Persistent coughing, Watery or pus-like eye discharge, Red or swollen eyes, Swelling of the inner eyelid, Change in eye color or cloudiness, Corneal ulcers, Red, inflamed, or swollen skin around the nose and eyes, Facial crusting or scabbing, Hair loss around the face",medium,yes,research
Cat,Mange,"Patchy or widespread hair loss, Intense itching and scratching, Red or irritated skin, Open sores or scabs from scratching, Crusty bumps on the skin, Oozing red patches or raised lesions, Excessive grooming or hair pulling, especially on the belly, Chin acne or inflamed skin on the chin area, Crusty or scaly skin around the head and neck, Visible moving dandruff or skin flakes, Patchy or widespread hair loss, Intense itching and scratching, Red or irritated skin, Open sores or scabs from scratching, Crusty bumps on the skin, Oozing red patches or raised lesions, Excessive grooming or hair pulling, especially on the belly, Chin acne or inflamed skin on the chin area, Crusty or scaly skin around the head and neck, Visible moving dandruff or skin flakes",medium,zoonotic,research
Cats,Ticks,"Visible small bumps or dark brown parasites attached to the skin, Excessive scratching or licking at tick attachment sites, Red or inflamed skin around tick bites, Scabs or localized hair loss from irritation, Lethargy or weakness, Fever or loss of appetite, Visible small bumps or dark brown parasites attached to the skin, Excessive scratching or licking at tick attachment sites, Red or inflamed skin around tick bites, Scabs or localized hair loss from irritation, Lethargy or weakness, Fever or loss of appetite",medium,zoonotic,research
Cat,Campylobacteriosis,"High fever or persistent warm body temperature, Frequent vomiting, Straining to defecate with little or no stool, Loss of appetite or refusal to eat, Swollen or tender lymph nodes under the jaw or around the neck, High fever or persistent warm body temperature, Frequent vomiting, Straining to defecate with little or no stool, Loss of appetite or refusal to eat, Swollen or tender lymph nodes under the jaw or around the neck",high,zoonotic,research
Cat,Acne,"Red, inflamed chin, Small bumps or pus-filled pimples on the chin, Crusty or scabby lesions on the chin, Pain or tenderness when touching the chin, Red, inflamed chin, Small bumps or pus-filled pimples on the chin, Crusty or scabby lesions on the chin, Pain or tenderness when touching the chin",low,no,research
Bird,Mycoplasma Respiratory Infection,"Sneezing and nasal discharge, Watery, swollen, or red eyes, Coughing or wheezing, Difficulty breathing or open-mouth breathing, Head shaking or rubbing beak on objects, Lethargy and reduced activity, Decreased appetite or weight loss, Poor feather condition, Swelling in joints, Sneezing and nasal discharge, Watery, swollen, or red eyes, Coughing or wheezing, Difficulty breathing or open-mouth breathing, Head shaking or rubbing beak on objects, Lethargy and reduced activity, Decreased appetite or weight loss, Poor feather condition, Swelling in joints",medium,yes,research
Bird,Vitamin A Deficiency,"White or pus-filled spots in and around the eyes, sinuses, and mouth, Mouth abscesses causing difficulty breathing, Choanal obstruction with nasal discharge, Swollen eyes, sometimes with discharge, Wheezing, Sneezing, Crusts blocking the nostrils, Loss of appetite, Diarrhea, Weight loss, Gagging, Foul odor from the mouth, Slimy coating in the mouth, Tail bobbing, Dull or poor feather condition, Listlessness or inactivity, Depression or reduced responsiveness, Potential internal organ disorders affecting reproductive, digestive, or respiratory systems, White or pus-filled spots in and around the eyes, sinuses, and mouth, Mouth abscesses causing difficulty breathing, Choanal obstruction with nasal discharge, Swollen eyes, sometimes with discharge, Wheezing, Sneezing, Crusts blocking the nostrils, Loss of appetite, Diarrhea, Weight loss, Gagging, Foul odor from the mouth, Slimy coating in the mouth, Tail bobbing, Dull or poor feather condition, Listlessness or inactivity, Depression or reduced responsiveness, Potential internal organ disorders affecting reproductive, digestive, or respiratory systems",high,no,research
Bird,Calcium Deficiency,"Muscle tremors, twitches, or spasms, Generalized weakness and inactivity, Difficulty standing, walking, or perching, Abnormal or problematic egg-laying, including thin-shelled or soft eggs, Seizures or convulsions, Decreased or poor appetite, Labored breathing, open-mouth breathing, or panting, Muscle tremors, twitches, or spasms, Generalized weakness and inactivity, Difficulty standing, walking, or perching, Abnormal or problematic egg-laying, including thin-shelled or soft eggs, Seizures or convulsions, Decreased or poor appetite, Labored breathing, open-mouth breathing, or panting",emergency,no,research
Bird,Iodine Deficiency/Goiter,"Visible lump or swelling on the neck, Loud, harsh, or noisy breathing, Wheezing or whistling sounds while breathing, Clicking or crackling noises during breathing, Difficulty swallowing or eating, Regurgitating food after eating, Reduced tolerance to stress, Sudden irritability or abnormal behavior, Visible lump or swelling on the neck, Loud, harsh, or noisy breathing, Wheezing or whistling sounds while breathing, Clicking or crackling noises during breathing, Difficulty swallowing or eating, Regurgitating food after eating, Reduced tolerance to stress, Sudden irritability or abnormal behavior",medium,no,research
Birds,Obesity,"Noticeable weight gain or excessive body fat, Difficulty flying or reluctance to move, Fatty lumps under the skin, Lethargy or low activity levels, Labored or heavy breathing, Sudden collapse or death from stress, Distended abdomen or rounded body shape, Poor feather condition due to limited grooming or mobility, Reduced stamina or easy fatigue, Noticeable weight gain or excessive body fat, Difficulty flying or reluctance to move, Fatty lumps under the skin, Lethargy or low activity levels, Labored or heavy breathing, Sudden collapse or death from stress, Distended abdomen or rounded body shape, Poor feather condition due to limited grooming or mobility, Reduced stamina or easy fatigue",medium,no,research
