species,disease,symptoms,urgency,contagious,source
Rabbit,Flystrike,"lethargy, swelling, loss_of_appetite, bad_breath, skin_lesions",severe,no,augmented_safe_validated
Rabbit,Flystrike,"bad_breath, swelling, lethargy, loss_of_appetite, skin_lesions",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, diarrhea, bloating",moderate,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, gas, bloating",moderate,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"lethargy, bloating, dental_issues",moderate,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"lethargy, bloating, dental_issues",moderate,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, diarrhea, bloating",moderate,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, lethargy, bloating",moderate,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"bloating, dental_issues, gas",moderate,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"bloating, diarrhea, gas, lethargy, dental_issues",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"bloating, gas, diarrhea, dental_issues, lethargy",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"lethargy, bloating, gas, dental_issues",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, diarrhea, gas, lethargy, bloating",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"bloating, lethargy, dental_issues, gas, diarrhea",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"lethargy, dental_issues, bloating, diarrhea",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, diarrhea, gas, bloating, lethargy",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, bloating, lethargy, gas, diarrhea",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"gas, lethargy, dental_issues, diarrhea, bloating",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"diarrhea, lethargy, dental_issues, bloating, gas",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"lethargy, diarrhea, bloating, gas, dental_issues",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, lethargy, diarrhea, gas, bloating",severe,no,augmented_safe_validated
Rabbit,Gastrointestinal stasis,"dental_issues, diarrhea, gas, lethargy, bloating",severe,no,augmented_safe_validated
