species,disease,symptoms,urgency,contagious,source
Cat,Upper Respiratory Infection,"sneezing and nasal discharge (clear or yellow-green), watery or crusty eyes, fever and lethargy, loss of appetite, congested breathing sounds, mouth breathing, ulcers in mouth or on tongue",medium,yes,veterinary_manual
Cat,Feline Panleukopenia,"severe vomiting, profuse watery diarrhea, extreme lethargy, high fever then hypothermia, complete loss of appetite, severe dehydration, hiding behavior and depression",emergency,yes,veterinary_manual
Cat,Feline Calicivirus,"sneezing and nasal discharge, ulcers on tongue and gums, drooling, fever, loss of appetite, limping and joint pain, difficulty eating due to mouth pain",medium,yes,veterinary_manual
Cat,Ringworm,"circular patches of hair loss, crusty or scaly skin in affected areas, mild itching, red ring-like lesions, broken hairs at skin surface, lesions often on face ears and paws",medium,zoonotic,veterinary_manual
Cat,Ear Mites,"intense scratching at ears, head shaking, dark brown or black ear discharge resembling coffee grounds, strong odor from ears, inflammation of ear canal, hair loss around ears from scratching",medium,yes,veterinary_manual
Cat,Feline Lower Urinary Tract Disease,"straining to urinate with little output, frequent trips to litter box, blood in urine, crying or vocalizing when urinating, licking genital area excessively, urinating outside litter box, strong ammonia smell in urine",high,no,veterinary_manual
Cat,Intestinal Parasites,"visible worms in feces, diarrhea, vomiting, pot-bellied appearance, weight loss, dull coat, scooting rear end, loss of appetite",medium,yes,veterinary_manual
Cat,Skin Allergies,"excessive grooming and licking, hair loss especially on belly and legs, red inflamed skin, small scabs on skin, overgrooming leading to bald patches, scratching at face and neck",medium,no,veterinary_manual
Cat,Conjunctivitis,"red swollen eyes, discharge from eyes (clear, yellow, or green), squinting or keeping eyes closed, rubbing at eyes with paws, crusty material on eyelids, sensitivity to light",medium,yes,veterinary_manual
Cat,Dental Disease,"bad breath with foul odor, difficulty eating or dropping food, drooling, red inflamed gums, visible tartar on teeth, bleeding from gums, pawing at mouth, weight loss",medium,no,veterinary_manual
Bird,Psittacosis (Chlamydiosis),"labored breathing and tail bobbing, nasal discharge, bright green droppings, fluffed feathers and lethargy, loss of appetite, conjunctivitis with swollen eyes, weakness and inability to perch",high,zoonotic,veterinary_manual
Bird,Aspergillosis,"difficulty breathing and open-mouth breathing, tail bobbing with each breath, voice change or loss of voice, loss of appetite, lethargy and fluffed feathers, nasal discharge, increased respiratory rate",high,no,veterinary_manual
Bird,Candidiasis (Thrush),"white plaques in mouth and crop, difficulty swallowing, regurgitation, decreased appetite, crop distension, slowed crop emptying, lethargy",medium,no,veterinary_manual
Bird,Avian Pox,"wart-like lesions on featherless areas, lesions around eyes beak and legs, difficulty breathing if lesions in throat, reduced appetite, lethargy, scabs on feet and face",medium,yes,veterinary_manual
Bird,Bumblefoot,"swelling on bottom of feet, limping or favoring one leg, reluctance to perch, redness and heat in affected foot, open wounds or scabs on foot pads, difficulty moving around cage",medium,no,veterinary_manual
Bird,Egg Binding,"straining to lay egg, swollen abdomen, sitting at bottom of cage, fluffed feathers, tail bobbing, weakness, loss of appetite, wide stance",emergency,no,veterinary_manual
Bird,Respiratory Infections,"sneezing and nasal discharge, difficulty breathing, tail bobbing, lethargy and fluffed feathers, loss of appetite, discharge from eyes or nostrils, wheezing sounds",high,yes,veterinary_manual
Bird,Feather Plucking,"missing feathers due to self-plucking, irritated red skin in plucked areas, bare patches on chest and wings, constant preening behavior, damaged or broken feathers, skin infections in affected areas",medium,no,veterinary_manual
Bird,Nutritional Deficiencies,"weakness and lethargy, poor feather quality, beak overgrowth or deformities, skeletal deformities, seizures, difficulty perching, muscle tremors",medium,no,veterinary_manual
Bird,Mites,"constant scratching and preening, feather loss, scaly skin especially on legs and face, restlessness at night, tiny mites visible on skin, crusty lesions around beak and eyes",medium,yes,veterinary_manual
Rabbit,Gastrointestinal Stasis,"no fecal pellets for 12 hours or more, reduced or complete loss of appetite, hunched posture indicating pain, grinding teeth due to discomfort, bloated or hard distended abdomen, small dry fecal pellets if any, lethargy and reluctance to move",emergency,no,veterinary_manual
Rabbit,Dental Disease (Malocclusion),"drooling or wet chin, difficulty eating or dropping food, weight loss despite trying to eat, overgrown teeth visible, eye discharge or tearing, swelling of jaw, selective eating preferring soft foods",high,no,veterinary_manual
Rabbit,Pasteurellosis (Snuffles),"thick white nasal discharge, sneezing, matted fur on front paws from wiping nose, noisy breathing, head tilt, eye discharge, loss of appetite and lethargy",medium,yes,veterinary_manual
Rabbit,Ear Mites,"head shaking and scratching at ears, thick crusty brown debris in ears, holding ears at unusual angle, loss of balance, hair loss around ears, crusty lesions on inner ear, irritability when ears touched",medium,yes,veterinary_manual
Rabbit,Flystrike (Myiasis),"visible fly larvae (maggots) on skin, foul smell, patches of wet matted fur, lethargy and shock, loss of appetite, open wounds or ulcers, pain when area is touched",emergency,no,veterinary_manual
Rabbit,Uterine Cancer,"blood in urine, increased urination frequency, enlarged abdomen, lethargy and weakness, loss of appetite, difficulty breathing, mammary gland cysts or tumors",high,no,veterinary_manual
Rabbit,E. cuniculi (Encephalitozoon),"sudden head tilt, loss of balance and rolling, seizures, weakness in hind legs, urinary incontinence, cataracts or cloudy eyes, confusion and disorientation",high,yes,veterinary_manual
Rabbit,Heat Stress,"rapid panting and open-mouth breathing, lethargy and weakness, drooling, loss of appetite, ears that are very hot to touch, lying stretched out, trembling or seizures",emergency,no,veterinary_manual
Rabbit,Sore Hocks,"hair loss on bottom of hind feet, red inflamed skin on footpads, scabs or open sores on feet, reluctance to move, weight shifting when sitting, infection and swelling of feet",medium,no,veterinary_manual
Rabbit,Fur Mites,"intense scratching, flaky dandruff-like material in fur, hair loss especially on back and neck, scaly skin, crusts on skin, secondary skin infections, restlessness and discomfort",medium,yes,veterinary_manual
Hamster,Wet Tail (Proliferative Ileitis),"watery diarrhea with foul odor, wet matted fur around tail, lethargy and hunched posture, loss of appetite, dehydration, weight loss, irritability when handled",emergency,yes,veterinary_manual
Hamster,Respiratory Infections,"sneezing and nasal discharge, difficulty breathing, lethargy and hunched posture, loss of appetite, discharge from eyes, wheezing or clicking sounds when breathing, ruffled unkempt fur",high,yes,veterinary_manual
Hamster,Cheek Pouch Impaction,"swollen cheek that doesn't empty, pawing at mouth, loss of appetite, drooling, difficulty eating, weight loss, foul smell from mouth",medium,no,veterinary_manual
Hamster,Skin Mites,"intense scratching, hair loss in patches, crusty or scaly skin, red irritated skin, restlessness and inability to sleep, secondary skin infections, dry flaky skin",medium,yes,veterinary_manual
Hamster,Tumors,"visible lump under skin, rapid growth of mass, lethargy, loss of appetite, weight loss, difficulty moving if tumor on limb, bleeding or ulceration of tumor",medium,no,veterinary_manual
Fish,Ich (White Spot Disease),"white spots like salt grains on body and fins, rubbing against objects (flashing), rapid gill movement, clamped fins held close to body, loss of appetite, hiding behavior, gasping at water surface",high,yes,veterinary_manual
Fish,Fin Rot,"frayed or ragged fins, white or red edges on fins, fins appear to be melting away, lethargy, loss of appetite, clamped fins, inflammation at fin base",medium,yes,veterinary_manual
Fish,Columnaris,"white or gray patches on body, frayed fins, gill discoloration, lethargy, rapid breathing, loss of appetite, cottony growths on mouth or body",high,yes,veterinary_manual
Fish,Swim Bladder Disease,"floating upside down or sideways, sinking to bottom, difficulty maintaining position in water, loss of appetite, distended abdomen, curved spine",medium,no,veterinary_manual
Fish,Dropsy,"severely swollen belly, scales sticking out like pinecone, bulging eyes, lethargy, loss of appetite, pale gills, staying at bottom of tank",emergency,yes,veterinary_manual
Turtle,Respiratory Infections,"breathing with mouth open, wheezing or whistling sounds, nasal discharge, lethargy and weakness, loss of appetite, floating lopsidedly in water, bubbles from nose",high,yes,veterinary_manual
Turtle,Shell Rot,"soft spots on shell, discolored patches on shell, foul smell from shell, pitting or holes in shell, discharge from affected areas, loss of appetite, lethargy",medium,no,veterinary_manual
Turtle,Metabolic Bone Disease,"soft or deformed shell, swollen limbs, difficulty walking, lethargy, loss of appetite, tremors or seizures, jaw that appears rubbery or flexible",high,no,veterinary_manual
Turtle,Vitamin A Deficiency,"swollen eyelids unable to open, eye discharge, loss of appetite, lethargy, respiratory infections, thickened skin, difficulty seeing or blindness",medium,no,veterinary_manual
Turtle,Eye Infections,"swollen puffy eyelids, unable to open eyes, discharge from eyes, rubbing eyes against objects, loss of appetite due to inability to see food, lethargy",medium,yes,veterinary_manual
